字號,字,韻部,聲調,字母,清濁,寧繼福擬音,url
190,隴,東鍾,上聲,來,次濁,liuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
191,壠,東鍾,上聲,來,次濁,liuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
192,篢,東鍾,上聲,來,次濁,luŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
193,攏,東鍾,上聲,來,次濁,luŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
194,洶,東鍾,上聲,曉,全清,xiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
195,詾,東鍾,上聲,曉,全清,xiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
196,聳,東鍾,上聲,心,全清,siuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
197,竦,東鍾,上聲,心,全清,siuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
198,拱,東鍾,上聲,見,全清,kuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
199,鞏,東鍾,上聲,見,全清,kuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
200,珙,東鍾,上聲,見,全清,kuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
201,勇,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
202,擁,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
203,涌,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
204,踊,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
205,悀,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
206,永,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
207,俑,東鍾,上聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
208,蠓,東鍾,上聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
209,懵,東鍾,上聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
210,猛,東鍾,上聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
211,艋,東鍾,上聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
212,蜢,東鍾,上聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
213,總,東鍾,上聲,精,全清,tsuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
214,捧,東鍾,上聲,滂,次清,pʼuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
215,寵,東鍾,上聲,穿,次清,ʈʂʼiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
216,冗,東鍾,上聲,日,次濁,ɽiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
217,噥,東鍾,上聲,泥,次濁,nuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
218,唪,東鍾,上聲,非,全清,fuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
219,洞,東鍾,去聲,端,全清,tuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
220,動,東鍾,去聲,端,全清,tuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
221,棟,東鍾,去聲,端,全清,tuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
222,凍,東鍾,去聲,端,全清,tuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
223,蝀,東鍾,去聲,端,全清,tuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
224,鳳,東鍾,去聲,非,全清,fuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
225,奉,東鍾,去聲,非,全清,fuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
226,諷,東鍾,去聲,非,全清,fuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
227,縫,東鍾,去聲,非,全清,fuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
228,貢,東鍾,去聲,見,全清,kuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
229,共,東鍾,去聲,見,全清,kuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
230,供,東鍾,去聲,見,全清,kuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
231,宋,東鍾,去聲,心,全清,suŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
232,送,東鍾,去聲,心,全清,suŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
233,鞣,東鍾,去聲,日,次濁,ɽiəu,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
234,弄,東鍾,去聲,來,次濁,luŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
235,哢,東鍾,去聲,來,次濁,luŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
236,礱,東鍾,去聲,來,次濁,luŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663c.png
237,控,東鍾,去聲,溪,次清,kʼuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
238,空,東鍾,去聲,溪,次清,kʼuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
239,鞚,東鍾,去聲,溪,次清,kʼuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
240,訟,東鍾,去聲,心,全清,siuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
241,誦,東鍾,去聲,心,全清,siuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
242,頌,東鍾,去聲,心,全清,siuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
243,甕,東鍾,去聲,影,全清,uŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
244,𪖵,東鍾,去聲,影,全清,uŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
245,𩌋,東鍾,去聲,影,全清,uŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
246,痛,東鍾,去聲,透,次清,tʼuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
247,慟,東鍾,去聲,透,次清,tʼuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
248,眾,東鍾,去聲,照,全清,tʂiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
249,中,東鍾,去聲,照,全清,tʂiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
250,仲,東鍾,去聲,照,全清,tʂiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
251,重,東鍾,去聲,照,全清,tʂiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
252,種,東鍾,去聲,照,全清,tʂiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
253,縱,東鍾,去聲,精,全清,tsiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
254,從,東鍾,去聲,精,全清,tsiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
255,粽,東鍾,去聲,精,全清,tsiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
256,夢,東鍾,去聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
257,孟,東鍾,去聲,明,次濁,muŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
258,用,東鍾,去聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
259,詠,東鍾,去聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
260,瑩,東鍾,去聲,影,全清,iuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
261,哄,東鍾,去聲,曉,全清,xuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
262,鬨,東鍾,去聲,曉,全清,xuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
263,橫,東鍾,去聲,曉,全清,xuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
264,綜,東鍾,去聲,精,全清,tsuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
265,迸,東鍾,去聲,幫,全清,puŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
266,銃,東鍾,去聲,穿,次清,ʈʂʼiuŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
267,姜,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
268,江,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
269,杠,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
270,釭,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
271,薑,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
272,疆,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
273,韁,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
274,殭,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
275,僵,江陽,陰平,見,全清,kiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
276,梆,江陽,陰平,幫,全清,puaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
277,邦,江陽,陰平,幫,全清,puaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
278,幫,江陽,陰平,幫,全清,puaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
279,桑,江陽,陰平,心,全清,saŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
280,喪,江陽,陰平,心,全清,saŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
281,雙,江陽,陰平,審,全清,ʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
282,艭,江陽,陰平,審,全清,ʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
283,霜,江陽,陰平,審,全清,ʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
284,孀,江陽,陰平,審,全清,ʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
285,鸘,江陽,陰平,審,全清,ʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
286,驦,江陽,陰平,審,全清,ʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
287,章,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
288,漳,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
289,獐,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
290,樟,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
291,璋,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
292,彰,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
293,麞,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
294,張,江陽,陰平,照,全清,tʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
295,商,江陽,陰平,審,全清,ʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
296,傷,江陽,陰平,審,全清,ʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
297,殤,江陽,陰平,審,全清,ʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
298,觴,江陽,陰平,審,全清,ʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
299,湯,江陽,陰平,審,全清,ʂiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
300,漿,江陽,陰平,精,全清,tsiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
301,螿,江陽,陰平,精,全清,tsiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
302,將,江陽,陰平,精,全清,tsiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
303,莊,江陽,陰平,照,全清,tʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
304,粧,江陽,陰平,照,全清,tʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
305,裝,江陽,陰平,照,全清,tʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
306,樁,江陽,陰平,照,全清,tʂaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
307,岡,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
308,剛,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
309,鋼,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
310,綱,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
311,缸,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
312,扛,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
313,玒,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
314,亢,江陽,陰平,見,全清,kaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
315,康,江陽,陰平,溪,次清,kʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
316,糠,江陽,陰平,溪,次清,kʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
317,光,江陽,陰平,見,全清,kuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
318,胱,江陽,陰平,見,全清,kuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0663d.png
319,當,江陽,陰平,端,全清,taŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
320,璫,江陽,陰平,端,全清,taŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
321,簹,江陽,陰平,端,全清,taŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
322,襠,江陽,陰平,端,全清,taŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
323,𦡁,江陽,陰平,端,全清,taŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
324,荒,江陽,陰平,曉,全清,xuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
325,𥡃,江陽,陰平,曉,全清,xuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
326,肓,江陽,陰平,曉,全清,xuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
327,香,江陽,陰平,曉,全清,xiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
328,鄉,江陽,陰平,曉,全清,xiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
329,鎊,江陽,陰平,滂,次清,pʼuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
330,滂,江陽,陰平,滂,次清,pʼuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
331,腔,江陽,陰平,溪,次清,kʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
332,谾,江陽,陰平,溪,次清,kʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
333,𧏙,江陽,陰平,溪,次清,kʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
334,羗,江陽,陰平,溪,次清,kʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
335,鴦,江陽,陰平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
336,央,江陽,陰平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
337,殃,江陽,陰平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
338,秧,江陽,陰平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
339,泱,江陽,陰平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
340,方,江陽,陰平,非,全清,fuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
341,芳,江陽,陰平,非,全清,fuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
342,枋,江陽,陰平,非,全清,fuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
343,妨,江陽,陰平,非,全清,fuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
344,坊,江陽,陰平,非,全清,fuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
345,肪,江陽,陰平,非,全清,fuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
346,昌,江陽,陰平,穿,次清,ʈʂʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
347,猖,江陽,陰平,穿,次清,ʈʂʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
348,娼,江陽,陰平,穿,次清,ʈʂʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
349,菖,江陽,陰平,穿,次清,ʈʂʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
350,閶,江陽,陰平,穿,次清,ʈʂʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
351,湯,江陽,陰平,透,次清,tʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
352,鏜,江陽,陰平,透,次清,tʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
353,搶,江陽,陰平,清,次清,tsʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
354,鏘,江陽,陰平,清,次清,tsʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
355,蹡,江陽,陰平,清,次清,tsʼiaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
356,匡,江陽,陰平,溪,次清,kʼuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
357,湘,江陽,陰平,心,全清,siaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
358,廂,江陽,陰平,心,全清,siaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
359,筐,江陽,陰平,溪,次清,kʼuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
360,相,江陽,陰平,心,全清,siaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
361,眶,江陽,陰平,溪,次清,kʼuaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
362,箱,江陽,陰平,心,全清,siaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
363,襄,江陽,陰平,心,全清,siaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
364,驤,江陽,陰平,心,全清,siaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
365,汪,江陽,陰平,影,全清,uaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
366,尫,江陽,陰平,影,全清,uaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
367,倉,江陽,陰平,清,次清,tsʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
368,蒼,江陽,陰平,清,次清,tsʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
369,牎,江陽,陰平,穿,次清,ʈʂʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
370,瘡,江陽,陰平,穿,次清,ʈʂʼaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
371,贓,江陽,陰平,精,全清,tsaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
372,臧,江陽,陰平,精,全清,tsaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
373,陽,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
374,揚,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
375,楊,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
376,暘,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
377,昜,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
378,颺,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
379,羊,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
380,徉,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
381,佯,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
382,洋,江陽,陽平,影,全清,iaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
383,忙,江陽,陽平,明,次濁,muaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0664a.png
