字號,字,韻部,聲調,字母,清濁,寧繼福擬音,url
2916,反,寒山,上聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2917,返,寒山,上聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2918,坂,寒山,上聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2919,散,寒山,上聲,心,全清,san,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2920,傘,寒山,上聲,心,全清,san,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2921,繖,寒山,上聲,心,全清,san,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2922,晚,寒山,上聲,微,次濁,ʋuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2923,挽,寒山,上聲,微,次濁,ʋuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2924,板,寒山,上聲,幫,全清,puan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2925,鈑,寒山,上聲,幫,全清,puan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2926,簡,寒山,上聲,見,全清,kian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2927,揀,寒山,上聲,見,全清,kian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2928,產,寒山,上聲,穿,次清,ʈʂʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2929,鏟,寒山,上聲,穿,次清,ʈʂʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2930,剗,寒山,上聲,穿,次清,ʈʂʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2931,癉,寒山,上聲,端,全清,tam,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2932,亶,寒山,上聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2933,赶,寒山,上聲,見,全清,kan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2934,稈,寒山,上聲,見,全清,kan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2935,簳,寒山,上聲,見,全清,kan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2936,坦,寒山,上聲,透,次清,tʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2937,袒,寒山,上聲,透,次清,tʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2938,罕,寒山,上聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2939,侃,寒山,上聲,溪,次清,kʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2940,懶,寒山,上聲,來,次濁,lan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2941,䟎,寒山,上聲,精,全清,tsan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2942,綰,寒山,上聲,影,全清,uan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2943,赧,寒山,上聲,泥,次濁,nan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2944,盞,寒山,上聲,照,全清,tʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2945,琖,寒山,上聲,照,全清,tʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2946,眼,寒山,上聲,影,全清,ian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2947,旱,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2948,悍,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2949,銲,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2950,漢,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2951,翰,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2952,瀚,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2953,汗,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2954,鼾,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2955,骭,寒山,去聲,曉,全清,xan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2956,旦,寒山,去聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2957,誕,寒山,去聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2958,嘽,寒山,去聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2959,彈,寒山,去聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2960,憚,寒山,去聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2961,但,寒山,去聲,端,全清,tan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2962,萬,寒山,去聲,微,次濁,ʋuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2963,曼,寒山,去聲,微,次濁,ʋuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2964,蔓,寒山,去聲,微,次濁,ʋuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2965,嘆,寒山,去聲,透,次清,tʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2966,炭,寒山,去聲,透,次清,tʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2967,案,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2968,按,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2969,岸,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2970,犴,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2971,旰,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2972,閈,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2973,喭,寒山,去聲,影,全清,an,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2974,幹,寒山,去聲,見,全清,kan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2975,榦,寒山,去聲,見,全清,kan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2976,粲,寒山,去聲,清,次清,tsʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2977,燦,寒山,去聲,清,次清,tsʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2978,璨,寒山,去聲,清,次清,tsʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2979,棧,寒山,去聲,照,全清,tʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2980,綻,寒山,去聲,照,全清,tʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2981,䋎,寒山,去聲,照,全清,tʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2982,盼,寒山,去聲,滂,次清,pʼuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2983,襻,寒山,去聲,滂,次清,pʼuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2984,譔,寒山,去聲,照,全清,tʂuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2985,饌,寒山,去聲,照,全清,tʂuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2986,渲,寒山,去聲,審,全清,ʂuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2987,𤅠,寒山,去聲,審,全清,ʂuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2988,慢,寒山,去聲,明,次濁,muan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2989,嫚,寒山,去聲,明,次濁,muan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2990,謾,寒山,去聲,明,次濁,muan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2991,慣,寒山,去聲,見,全清,kuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2992,丱,寒山,去聲,見,全清,kuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2993,摜,寒山,去聲,見,全清,kuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2994,贊,寒山,去聲,精,全清,tsan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2995,讚,寒山,去聲,精,全清,tsan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2996,灒,寒山,去聲,精,全清,tsan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2997,瓚,寒山,去聲,精,全清,tsan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2998,酇,寒山,去聲,精,全清,tsan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671a.png
2999,患,寒山,去聲,曉,全清,xuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3000,幻,寒山,去聲,曉,全清,xuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3001,宦,寒山,去聲,曉,全清,xuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3002,擐,寒山,去聲,曉,全清,xuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3003,豢,寒山,去聲,曉,全清,xuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3004,間,寒山,去聲,見,全清,kian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3005,澗,寒山,去聲,見,全清,kian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3006,諫,寒山,去聲,見,全清,kian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3007,覸,寒山,去聲,見,全清,kian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3008,訕,寒山,去聲,審,全清,ʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3009,疝,寒山,去聲,審,全清,ʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3010,汕,寒山,去聲,審,全清,ʂan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3011,辦,寒山,去聲,幫,全清,puan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3012,瓣,寒山,去聲,幫,全清,puan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3013,扮,寒山,去聲,幫,全清,puan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3014,絆,寒山,去聲,幫,全清,puan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3015,飯,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3016,販,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3017,畈,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3018,範,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3019,泛,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3020,范,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3021,犯,寒山,去聲,非,全清,fuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3022,限,寒山,去聲,曉,全清,xian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3023,䦘,寒山,去聲,曉,全清,xian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3024,莧,寒山,去聲,曉,全清,xian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3025,鴈,寒山,去聲,影,全清,ian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3026,贗,寒山,去聲,影,全清,ian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3027,晏,寒山,去聲,影,全清,ian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3028,鷃,寒山,去聲,影,全清,ian,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3029,看,寒山,去聲,溪,次清,kʼan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3030,爛,寒山,去聲,來,次濁,lan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3031,篡,寒山,去聲,穿,次清,ʈʂʼuan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3032,散,寒山,去聲,心,全清,san,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3033,難,寒山,去聲,泥,次濁,nan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3034,腕,寒山,去聲,影,全清,uan,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3035,官,桓歡,陰平,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3036,冠,桓歡,陰平,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3037,棺,桓歡,陰平,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3038,觀,桓歡,陰平,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3039,搬,桓歡,陰平,幫,全清,puɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3040,般,桓歡,陰平,幫,全清,puɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3041,歡,桓歡,陰平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3042,讙,桓歡,陰平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3043,驩,桓歡,陰平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3044,貛,桓歡,陰平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3045,獾,桓歡,陰平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3046,潘,桓歡,陰平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3047,𢬵,桓歡,陰平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3048,端,桓歡,陰平,端,全清,tuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3049,剜,桓歡,陰平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3050,豌,桓歡,陰平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3051,蜿,桓歡,陰平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3052,酸,桓歡,陰平,心,全清,suɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3053,狻,桓歡,陰平,心,全清,suɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3054,媻,桓歡,陰平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3055,寬,桓歡,陰平,溪,次清,kʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3056,鑽,桓歡,陰平,精,全清,tsuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3057,湍,桓歡,陰平,透,次清,tʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3058,攛,桓歡,陰平,清,次清,tsʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671b.png
3059,鸞,桓歡,陽平,來,次濁,luɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3060,鑾,桓歡,陽平,來,次濁,luɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3061,巒,桓歡,陽平,來,次濁,luɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3062,欒,桓歡,陽平,來,次濁,luɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3063,灤,桓歡,陽平,來,次濁,luɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3064,圝,桓歡,陽平,來,次濁,luɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3065,鑼,桓歡,陽平,來,次濁,luɔ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3066,瞞,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3067,謾,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3068,縵,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3069,漫,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3070,鞔,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3071,饅,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3072,𩆓,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3073,鏝,桓歡,陽平,明,次濁,muɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3074,桓,桓歡,陽平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3075,綄,桓歡,陽平,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3076,丸,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3077,刓,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3078,蚖,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3079,綄,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3080,紈,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3081,完,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3082,瓛,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3083,岏,桓歡,陽平,影,全清,uɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3084,團,桓歡,陽平,透,次清,tʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3085,摶,桓歡,陽平,透,次清,tʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3086,耑,桓歡,陽平,端,全清,tuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3087,漙,桓歡,陽平,透,次清,tʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3088,攢,桓歡,陽平,清,次清,tsʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3089,穳,桓歡,陽平,清,次清,tsʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3090,盤,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3091,蟠,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3092,槃,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3093,瘢,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3094,磐,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3095,䰉,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3096,般,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3097,鞶,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3098,磻,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3099,胖,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3100,弁,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3101,幋,桓歡,陽平,滂,次清,pʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3102,館,桓歡,上聲,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3103,管,桓歡,上聲,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3104,痯,桓歡,上聲,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3105,琯,桓歡,上聲,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3106,脘,桓歡,上聲,見,全清,kuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3107,纂,桓歡,上聲,精,全清,tsuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3108,纘,桓歡,上聲,精,全清,tsuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3109,䂎,桓歡,上聲,精,全清,tsuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3110,酇,桓歡,上聲,精,全清,tsuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3111,欵,桓歡,上聲,溪,次清,kʼuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
3112,盥,桓歡,上聲,曉,全清,xuɔn,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0671c.png
